"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4354","Logout User","chromium","Sun Apr 05 03:08:47 UTC 2026","passed","Sun Apr 05 03:08:52 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","8270","Add to cart from Recommended items","chromium","Sun Apr 05 03:08:39 UTC 2026","passed","Sun Apr 05 03:08:47 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","5550","Add Products in Cart","chromium","Sun Apr 05 03:08:52 UTC 2026","passed","Sun Apr 05 03:08:57 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","3696","Submit contact us form successfully","chromium","Sun Apr 05 03:08:35 UTC 2026","passed","Sun Apr 05 03:08:39 UTC 2026","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","5860","View & Cart Brand Products","chromium","Sun Apr 05 03:08:14 UTC 2026","passed","Sun Apr 05 03:08:20 UTC 2026","Brand Products","features/brand/brand.feature.spec.js","",""
"","7794","Register user with existing email","chromium","Sun Apr 05 03:08:57 UTC 2026","passed","Sun Apr 05 03:09:05 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","3235","Verify Product quantity in Cart","chromium","Sun Apr 05 03:08:50 UTC 2026","passed","Sun Apr 05 03:08:54 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","8522","Search Product","chromium","Sun Apr 05 03:08:53 UTC 2026","passed","Sun Apr 05 03:09:02 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","3616","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","Sun Apr 05 03:08:39 UTC 2026","passed","Sun Apr 05 03:08:43 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","5367","View Category Products","chromium","Sun Apr 05 03:08:14 UTC 2026","passed","Sun Apr 05 03:08:19 UTC 2026","Category","features/category/category.feature.spec.js","",""
"","15720","Verify address details in checkout page","chromium","Sun Apr 05 03:08:20 UTC 2026","passed","Sun Apr 05 03:08:35 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2764","Add review on product","chromium","Sun Apr 05 03:08:57 UTC 2026","passed","Sun Apr 05 03:09:00 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","1745","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","Sun Apr 05 03:08:41 UTC 2026","passed","Sun Apr 05 03:08:43 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","19944","Place Order: Register before Checkout","chromium","Sun Apr 05 03:08:14 UTC 2026","passed","Sun Apr 05 03:08:34 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","7332","Login User with incorrect email and password","chromium","Sun Apr 05 03:08:43 UTC 2026","passed","Sun Apr 05 03:08:50 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","1803","Navigate to test cases page successfully","chromium","Sun Apr 05 03:09:02 UTC 2026","passed","Sun Apr 05 03:09:04 UTC 2026","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","17890","Download Invoice after purchase order","chromium","Sun Apr 05 03:08:20 UTC 2026","passed","Sun Apr 05 03:08:38 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3161","Verify Subscription in Cart page","chromium","Sun Apr 05 03:08:38 UTC 2026","passed","Sun Apr 05 03:08:41 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","11070","Search Products and Verify Cart After Login","chromium","Sun Apr 05 03:08:54 UTC 2026","passed","Sun Apr 05 03:09:05 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","4164","Remove Products From Cart","chromium","Sun Apr 05 03:08:53 UTC 2026","passed","Sun Apr 05 03:08:57 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","21963","Place Order: Login before Checkout","chromium","Sun Apr 05 03:08:14 UTC 2026","passed","Sun Apr 05 03:08:36 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","16256","Place Order: Register while Checkout","chromium","Sun Apr 05 03:08:34 UTC 2026","passed","Sun Apr 05 03:08:50 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2828","Verify Subscription in home page","chromium","Sun Apr 05 03:08:36 UTC 2026","passed","Sun Apr 05 03:08:39 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","2884","Verify all products and product detail page","chromium","Sun Apr 05 03:08:50 UTC 2026","passed","Sun Apr 05 03:08:53 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","4189","Register user","chromium","Sun Apr 05 03:09:00 UTC 2026","passed","Sun Apr 05 03:09:04 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","10124","Login User with correct email and password","chromium","Sun Apr 05 03:08:43 UTC 2026","passed","Sun Apr 05 03:08:53 UTC 2026","Login","features/login/login.feature.spec.js","",""
