"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3684","Search Product","chromium","Tue Apr 28 03:11:36 UTC 2026","passed","Tue Apr 28 03:11:40 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","5359","View Category Products","chromium","Tue Apr 28 03:10:59 UTC 2026","passed","Tue Apr 28 03:11:04 UTC 2026","Category","features/category/category.feature.spec.js","",""
"","14017","Verify address details in checkout page","chromium","Tue Apr 28 03:11:06 UTC 2026","passed","Tue Apr 28 03:11:20 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","7460","Login User with incorrect email and password","chromium","Tue Apr 28 03:11:27 UTC 2026","passed","Tue Apr 28 03:11:35 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","17821","Place Order: Register before Checkout","chromium","Tue Apr 28 03:10:59 UTC 2026","passed","Tue Apr 28 03:11:17 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","8596","Register user with existing email","chromium","Tue Apr 28 03:11:40 UTC 2026","passed","Tue Apr 28 03:11:49 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","5525","View & Cart Brand Products","chromium","Tue Apr 28 03:10:59 UTC 2026","passed","Tue Apr 28 03:11:04 UTC 2026","Brand Products","features/brand/brand.feature.spec.js","",""
"","2703","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","Tue Apr 28 03:11:24 UTC 2026","passed","Tue Apr 28 03:11:27 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","4365","Remove Products From Cart","chromium","Tue Apr 28 03:11:36 UTC 2026","passed","Tue Apr 28 03:11:40 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","5409","Register user","chromium","Tue Apr 28 03:11:40 UTC 2026","passed","Tue Apr 28 03:11:45 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","1660","Verify Subscription in home page","chromium","Tue Apr 28 03:11:21 UTC 2026","passed","Tue Apr 28 03:11:23 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","4907","Logout User","chromium","Tue Apr 28 03:11:31 UTC 2026","passed","Tue Apr 28 03:11:36 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","4189","Submit contact us form successfully","chromium","Tue Apr 28 03:11:20 UTC 2026","passed","Tue Apr 28 03:11:24 UTC 2026","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","2898","Verify Subscription in Cart page","chromium","Tue Apr 28 03:11:23 UTC 2026","passed","Tue Apr 28 03:11:26 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","20351","Place Order: Login before Checkout","chromium","Tue Apr 28 03:10:59 UTC 2026","passed","Tue Apr 28 03:11:19 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3372","Add review on product","chromium","Tue Apr 28 03:11:40 UTC 2026","passed","Tue Apr 28 03:11:43 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","16459","Search Products and Verify Cart After Login","chromium","Tue Apr 28 03:11:36 UTC 2026","passed","Tue Apr 28 03:11:53 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","1921","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","Tue Apr 28 03:11:26 UTC 2026","passed","Tue Apr 28 03:11:28 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","3428","Verify Product quantity in Cart","chromium","Tue Apr 28 03:11:33 UTC 2026","passed","Tue Apr 28 03:11:36 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","3377","Login User with correct email and password","chromium","Tue Apr 28 03:11:28 UTC 2026","passed","Tue Apr 28 03:11:31 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","8145","Add to cart from Recommended items","chromium","Tue Apr 28 03:11:24 UTC 2026","passed","Tue Apr 28 03:11:32 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","5209","Add Products in Cart","chromium","Tue Apr 28 03:11:35 UTC 2026","passed","Tue Apr 28 03:11:40 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","13963","Place Order: Register while Checkout","chromium","Tue Apr 28 03:11:19 UTC 2026","passed","Tue Apr 28 03:11:32 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3123","Verify all products and product detail page","chromium","Tue Apr 28 03:11:32 UTC 2026","passed","Tue Apr 28 03:11:35 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","17706","Download Invoice after purchase order","chromium","Tue Apr 28 03:11:06 UTC 2026","passed","Tue Apr 28 03:11:24 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2182","Navigate to test cases page successfully","chromium","Tue Apr 28 03:11:43 UTC 2026","passed","Tue Apr 28 03:11:45 UTC 2026","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
