"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7168","Register user with existing email","chromium","Sun May 17 03:12:34 UTC 2026","passed","Sun May 17 03:12:41 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","6593","Login User with incorrect email and password","chromium","Sun May 17 03:12:21 UTC 2026","passed","Sun May 17 03:12:28 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","12081","Download Invoice after purchase order","chromium","Sun May 17 03:12:09 UTC 2026","passed","Sun May 17 03:12:21 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2692","Login User with correct email and password","chromium","Sun May 17 03:12:23 UTC 2026","passed","Sun May 17 03:12:25 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","3925","View Category Products","chromium","Sun May 17 03:11:58 UTC 2026","passed","Sun May 17 03:12:02 UTC 2026","Category","features/category/category.feature.spec.js","",""
"","7080","Verify Product quantity in Cart","chromium","Sun May 17 03:12:27 UTC 2026","passed","Sun May 17 03:12:34 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","2925","Submit contact us form successfully","chromium","Sun May 17 03:12:16 UTC 2026","passed","Sun May 17 03:12:19 UTC 2026","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","16548","Place Order: Login before Checkout","chromium","Sun May 17 03:11:58 UTC 2026","passed","Sun May 17 03:12:15 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3245","Register user","chromium","Sun May 17 03:12:34 UTC 2026","passed","Sun May 17 03:12:38 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","7172","Add to cart from Recommended items","chromium","Sun May 17 03:12:19 UTC 2026","passed","Sun May 17 03:12:26 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","1330","Verify all products and product detail page","chromium","Sun May 17 03:12:26 UTC 2026","passed","Sun May 17 03:12:27 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","3810","Add Products in Cart","chromium","Sun May 17 03:12:28 UTC 2026","passed","Sun May 17 03:12:32 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","1561","Verify Subscription in Cart page","chromium","Sun May 17 03:12:18 UTC 2026","passed","Sun May 17 03:12:20 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","1342","Search Product","chromium","Sun May 17 03:12:31 UTC 2026","passed","Sun May 17 03:12:32 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","8931","View & Cart Brand Products","chromium","Sun May 17 03:11:58 UTC 2026","passed","Sun May 17 03:12:07 UTC 2026","Brand Products","features/brand/brand.feature.spec.js","",""
"","8319","Logout User","chromium","Sun May 17 03:12:25 UTC 2026","passed","Sun May 17 03:12:34 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","11444","Verify address details in checkout page","chromium","Sun May 17 03:12:04 UTC 2026","passed","Sun May 17 03:12:16 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2201","Remove Products From Cart","chromium","Sun May 17 03:12:29 UTC 2026","passed","Sun May 17 03:12:31 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","11875","Search Products and Verify Cart After Login","chromium","Sun May 17 03:12:32 UTC 2026","passed","Sun May 17 03:12:44 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","1831","Add review on product","chromium","Sun May 17 03:12:32 UTC 2026","passed","Sun May 17 03:12:34 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","1822","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","Sun May 17 03:12:20 UTC 2026","passed","Sun May 17 03:12:21 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","13157","Place Order: Register while Checkout","chromium","Sun May 17 03:12:16 UTC 2026","passed","Sun May 17 03:12:29 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","1112","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","Sun May 17 03:12:21 UTC 2026","passed","Sun May 17 03:12:23 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","6860","Navigate to test cases page successfully","chromium","Sun May 17 03:12:35 UTC 2026","passed","Sun May 17 03:12:41 UTC 2026","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","1054","Verify Subscription in home page","chromium","Sun May 17 03:12:17 UTC 2026","passed","Sun May 17 03:12:18 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","15533","Place Order: Register before Checkout","chromium","Sun May 17 03:11:58 UTC 2026","passed","Sun May 17 03:12:14 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
