"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2648","Verify Product quantity in Cart","chromium","Sat Mar 21 02:58:34 UTC 2026","passed","Sat Mar 21 02:58:37 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","6748","Navigate to test cases page successfully","chromium","Sat Mar 21 02:58:43 UTC 2026","passed","Sat Mar 21 02:58:50 UTC 2026","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","4927","Register user","chromium","Sat Mar 21 02:58:40 UTC 2026","passed","Sat Mar 21 02:58:45 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","4380","Logout User","chromium","Sat Mar 21 02:58:32 UTC 2026","passed","Sat Mar 21 02:58:37 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","8281","Add to cart from Recommended items","chromium","Sat Mar 21 02:58:24 UTC 2026","passed","Sat Mar 21 02:58:32 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","15965","Download Invoice after purchase order","chromium","Sat Mar 21 02:58:08 UTC 2026","passed","Sat Mar 21 02:58:24 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","20001","Place Order: Login before Checkout","chromium","Sat Mar 21 02:58:01 UTC 2026","passed","Sat Mar 21 02:58:21 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3330","Search Product","chromium","Sat Mar 21 02:58:37 UTC 2026","passed","Sat Mar 21 02:58:40 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","5689","View & Cart Brand Products","chromium","Sat Mar 21 02:58:01 UTC 2026","passed","Sat Mar 21 02:58:07 UTC 2026","Brand Products","features/brand/brand.feature.spec.js","",""
"","15309","Place Order: Register while Checkout","chromium","Sat Mar 21 02:58:21 UTC 2026","passed","Sat Mar 21 02:58:36 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3627","Login User with correct email and password","chromium","Sat Mar 21 02:58:29 UTC 2026","passed","Sat Mar 21 02:58:32 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","2553","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","Sat Mar 21 02:58:25 UTC 2026","passed","Sat Mar 21 02:58:28 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","13750","Verify address details in checkout page","chromium","Sat Mar 21 02:58:08 UTC 2026","passed","Sat Mar 21 02:58:21 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","5656","View Category Products","chromium","Sat Mar 21 02:58:01 UTC 2026","passed","Sat Mar 21 02:58:07 UTC 2026","Category","features/category/category.feature.spec.js","",""
"","7781","Register user with existing email","chromium","Sat Mar 21 02:58:40 UTC 2026","passed","Sat Mar 21 02:58:48 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","9644","Search Products and Verify Cart After Login","chromium","Sat Mar 21 02:58:37 UTC 2026","passed","Sat Mar 21 02:58:47 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","7169","Login User with incorrect email and password","chromium","Sat Mar 21 02:58:28 UTC 2026","passed","Sat Mar 21 02:58:35 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","3366","Add review on product","chromium","Sat Mar 21 02:58:40 UTC 2026","passed","Sat Mar 21 02:58:43 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","1911","Verify Subscription in home page","chromium","Sat Mar 21 02:58:22 UTC 2026","passed","Sat Mar 21 02:58:24 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","1987","Verify all products and product detail page","chromium","Sat Mar 21 02:58:32 UTC 2026","passed","Sat Mar 21 02:58:34 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","2021","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","Sat Mar 21 02:58:27 UTC 2026","passed","Sat Mar 21 02:58:29 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","2776","Verify Subscription in Cart page","chromium","Sat Mar 21 02:58:24 UTC 2026","passed","Sat Mar 21 02:58:27 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","18500","Place Order: Register before Checkout","chromium","Sat Mar 21 02:58:01 UTC 2026","passed","Sat Mar 21 02:58:19 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3842","Submit contact us form successfully","chromium","Sat Mar 21 02:58:22 UTC 2026","passed","Sat Mar 21 02:58:25 UTC 2026","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","3776","Remove Products From Cart","chromium","Sat Mar 21 02:58:36 UTC 2026","passed","Sat Mar 21 02:58:40 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","4875","Add Products in Cart","chromium","Sat Mar 21 02:58:35 UTC 2026","passed","Sat Mar 21 02:58:40 UTC 2026","Products","features/products/products.feature.spec.js","",""
