"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14359","Add to cart from Recommended items","chromium","Fri Apr 17 03:09:37 UTC 2026","passed","Fri Apr 17 03:09:51 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","7757","Register user with existing email","chromium","Fri Apr 17 03:09:57 UTC 2026","passed","Fri Apr 17 03:10:05 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","4219","Register user","chromium","Fri Apr 17 03:10:00 UTC 2026","passed","Fri Apr 17 03:10:04 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","21448","Place Order: Login before Checkout","chromium","Fri Apr 17 03:09:12 UTC 2026","passed","Fri Apr 17 03:09:34 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","5694","View & Cart Brand Products","chromium","Fri Apr 17 03:09:12 UTC 2026","passed","Fri Apr 17 03:09:18 UTC 2026","Brand Products","features/brand/brand.feature.spec.js","",""
"","2335","Verify all products and product detail page","chromium","Fri Apr 17 03:09:49 UTC 2026","passed","Fri Apr 17 03:09:52 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","15468","Verify address details in checkout page","chromium","Fri Apr 17 03:09:18 UTC 2026","passed","Fri Apr 17 03:09:34 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2966","Login User with incorrect email and password","chromium","Fri Apr 17 03:09:41 UTC 2026","passed","Fri Apr 17 03:09:44 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","2712","Verify Subscription in Cart page","chromium","Fri Apr 17 03:09:37 UTC 2026","passed","Fri Apr 17 03:09:39 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","6993","Navigate to test cases page successfully","chromium","Fri Apr 17 03:10:00 UTC 2026","passed","Fri Apr 17 03:10:07 UTC 2026","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","3036","Remove Products From Cart","chromium","Fri Apr 17 03:09:52 UTC 2026","passed","Fri Apr 17 03:09:55 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","17842","Download Invoice after purchase order","chromium","Fri Apr 17 03:09:19 UTC 2026","passed","Fri Apr 17 03:09:36 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","16347","Place Order: Register while Checkout","chromium","Fri Apr 17 03:09:33 UTC 2026","passed","Fri Apr 17 03:09:49 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","5225","Add Products in Cart","chromium","Fri Apr 17 03:09:52 UTC 2026","passed","Fri Apr 17 03:09:57 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","9561","Logout User","chromium","Fri Apr 17 03:09:44 UTC 2026","passed","Fri Apr 17 03:09:54 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","2206","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","Fri Apr 17 03:09:39 UTC 2026","passed","Fri Apr 17 03:09:42 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","2990","Add review on product","chromium","Fri Apr 17 03:09:57 UTC 2026","passed","Fri Apr 17 03:10:00 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","2688","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","Fri Apr 17 03:09:38 UTC 2026","passed","Fri Apr 17 03:09:41 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","2397","Verify Subscription in home page","chromium","Fri Apr 17 03:09:34 UTC 2026","passed","Fri Apr 17 03:09:37 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","15374","Search Products and Verify Cart After Login","chromium","Fri Apr 17 03:09:55 UTC 2026","passed","Fri Apr 17 03:10:10 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","10024","Login User with correct email and password","chromium","Fri Apr 17 03:09:42 UTC 2026","passed","Fri Apr 17 03:09:52 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","4351","Submit contact us form successfully","chromium","Fri Apr 17 03:09:34 UTC 2026","passed","Fri Apr 17 03:09:38 UTC 2026","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","5148","View Category Products","chromium","Fri Apr 17 03:09:12 UTC 2026","passed","Fri Apr 17 03:09:17 UTC 2026","Category","features/category/category.feature.spec.js","",""
"","3002","Search Product","chromium","Fri Apr 17 03:09:54 UTC 2026","passed","Fri Apr 17 03:09:57 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","20020","Place Order: Register before Checkout","chromium","Fri Apr 17 03:09:12 UTC 2026","passed","Fri Apr 17 03:09:32 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","8242","Verify Product quantity in Cart","chromium","Fri Apr 17 03:09:51 UTC 2026","passed","Fri Apr 17 03:09:59 UTC 2026","Products","features/products/products.feature.spec.js","",""
