"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3483","Submit contact us form successfully","chromium","Tue Mar 24 03:04:23 UTC 2026","passed","Tue Mar 24 03:04:26 UTC 2026","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","9194","Login User with correct email and password","chromium","Tue Mar 24 03:04:30 UTC 2026","passed","Tue Mar 24 03:04:39 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","5303","Register user","chromium","Tue Mar 24 03:04:45 UTC 2026","passed","Tue Mar 24 03:04:51 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","9408","Search Products and Verify Cart After Login","chromium","Tue Mar 24 03:04:43 UTC 2026","passed","Tue Mar 24 03:04:52 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","3451","Register user with existing email","chromium","Tue Mar 24 03:04:45 UTC 2026","passed","Tue Mar 24 03:04:49 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","17229","Download Invoice after purchase order","chromium","Tue Mar 24 03:04:09 UTC 2026","passed","Tue Mar 24 03:04:26 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","13272","Add to cart from Recommended items","chromium","Tue Mar 24 03:04:26 UTC 2026","passed","Tue Mar 24 03:04:39 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","14157","Verify address details in checkout page","chromium","Tue Mar 24 03:04:08 UTC 2026","passed","Tue Mar 24 03:04:23 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3811","Remove Products From Cart","chromium","Tue Mar 24 03:04:40 UTC 2026","passed","Tue Mar 24 03:04:43 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","4957","View Category Products","chromium","Tue Mar 24 03:04:02 UTC 2026","passed","Tue Mar 24 03:04:07 UTC 2026","Category","features/category/category.feature.spec.js","",""
"","2095","Verify Subscription in home page","chromium","Tue Mar 24 03:04:25 UTC 2026","passed","Tue Mar 24 03:04:27 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","7284","Navigate to test cases page successfully","chromium","Tue Mar 24 03:04:47 UTC 2026","passed","Tue Mar 24 03:04:55 UTC 2026","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","2827","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","Tue Mar 24 03:04:27 UTC 2026","passed","Tue Mar 24 03:04:30 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","1214","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","Tue Mar 24 03:04:29 UTC 2026","passed","Tue Mar 24 03:04:30 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","3552","Verify Product quantity in Cart","chromium","Tue Mar 24 03:04:39 UTC 2026","passed","Tue Mar 24 03:04:43 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","18031","Place Order: Register before Checkout","chromium","Tue Mar 24 03:04:02 UTC 2026","passed","Tue Mar 24 03:04:20 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2087","Verify all products and product detail page","chromium","Tue Mar 24 03:04:37 UTC 2026","passed","Tue Mar 24 03:04:39 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","5414","Logout User","chromium","Tue Mar 24 03:04:36 UTC 2026","passed","Tue Mar 24 03:04:42 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","21427","Place Order: Login before Checkout","chromium","Tue Mar 24 03:04:02 UTC 2026","passed","Tue Mar 24 03:04:23 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3315","Search Product","chromium","Tue Mar 24 03:04:42 UTC 2026","passed","Tue Mar 24 03:04:45 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","5436","View & Cart Brand Products","chromium","Tue Mar 24 03:04:02 UTC 2026","passed","Tue Mar 24 03:04:07 UTC 2026","Brand Products","features/brand/brand.feature.spec.js","",""
"","7397","Login User with incorrect email and password","chromium","Tue Mar 24 03:04:30 UTC 2026","passed","Tue Mar 24 03:04:37 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","15015","Place Order: Register while Checkout","chromium","Tue Mar 24 03:04:21 UTC 2026","passed","Tue Mar 24 03:04:36 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3812","Add review on product","chromium","Tue Mar 24 03:04:43 UTC 2026","passed","Tue Mar 24 03:04:47 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","6024","Add Products in Cart","chromium","Tue Mar 24 03:04:39 UTC 2026","passed","Tue Mar 24 03:04:45 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","2564","Verify Subscription in Cart page","chromium","Tue Mar 24 03:04:26 UTC 2026","passed","Tue Mar 24 03:04:29 UTC 2026","Home","features/home/home.feature.spec.js","",""
