"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4186","Add Products in Cart","chromium","Sat May 09 03:11:32 UTC 2026","passed","Sat May 09 03:11:36 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","20139","Place Order: Login before Checkout","chromium","Sat May 09 03:10:58 UTC 2026","passed","Sat May 09 03:11:18 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","16429","Place Order: Register while Checkout","chromium","Sat May 09 03:11:17 UTC 2026","passed","Sat May 09 03:11:34 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","4635","View Category Products","chromium","Sat May 09 03:10:58 UTC 2026","passed","Sat May 09 03:11:03 UTC 2026","Category","features/category/category.feature.spec.js","",""
"","2524","Add review on product","chromium","Sat May 09 03:11:38 UTC 2026","passed","Sat May 09 03:11:41 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","6588","Navigate to test cases page successfully","chromium","Sat May 09 03:11:44 UTC 2026","passed","Sat May 09 03:11:51 UTC 2026","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","7599","Verify Product quantity in Cart","chromium","Sat May 09 03:11:32 UTC 2026","passed","Sat May 09 03:11:39 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","2132","Verify all products and product detail page","chromium","Sat May 09 03:11:30 UTC 2026","passed","Sat May 09 03:11:32 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","4973","View & Cart Brand Products","chromium","Sat May 09 03:10:58 UTC 2026","passed","Sat May 09 03:11:03 UTC 2026","Brand Products","features/brand/brand.feature.spec.js","",""
"","17088","Download Invoice after purchase order","chromium","Sat May 09 03:11:04 UTC 2026","passed","Sat May 09 03:11:21 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","1611","Verify Subscription in home page","chromium","Sat May 09 03:11:19 UTC 2026","passed","Sat May 09 03:11:20 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","8147","Add to cart from Recommended items","chromium","Sat May 09 03:11:21 UTC 2026","passed","Sat May 09 03:11:29 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","9217","Logout User","chromium","Sat May 09 03:11:29 UTC 2026","passed","Sat May 09 03:11:38 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","7178","Login User with incorrect email and password","chromium","Sat May 09 03:11:24 UTC 2026","passed","Sat May 09 03:11:32 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","1788","Search Product","chromium","Sat May 09 03:11:36 UTC 2026","passed","Sat May 09 03:11:38 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","2880","Verify Subscription in Cart page","chromium","Sat May 09 03:11:20 UTC 2026","passed","Sat May 09 03:11:23 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","2157","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","Sat May 09 03:11:23 UTC 2026","passed","Sat May 09 03:11:25 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","3700","Submit contact us form successfully","chromium","Sat May 09 03:11:18 UTC 2026","passed","Sat May 09 03:11:22 UTC 2026","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","7242","Register user with existing email","chromium","Sat May 09 03:11:39 UTC 2026","passed","Sat May 09 03:11:47 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","14599","Verify address details in checkout page","chromium","Sat May 09 03:11:03 UTC 2026","passed","Sat May 09 03:11:18 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","3092","Remove Products From Cart","chromium","Sat May 09 03:11:48 UTC 2026","passed","Sat May 09 03:11:51 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","18553","Place Order: Register before Checkout","chromium","Sat May 09 03:10:58 UTC 2026","passed","Sat May 09 03:11:17 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","4093","Login User with correct email and password","chromium","Sat May 09 03:11:26 UTC 2026","passed","Sat May 09 03:11:30 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","13010","Search Products and Verify Cart After Login","chromium","Sat May 09 03:11:38 UTC 2026","passed","Sat May 09 03:11:51 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","2831","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","Sat May 09 03:11:22 UTC 2026","passed","Sat May 09 03:11:24 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","3312","Register user","chromium","Sat May 09 03:11:41 UTC 2026","passed","Sat May 09 03:11:44 UTC 2026","Register","features/register/register.feature.spec.js","",""
