"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3718","Verify Scroll Up using Arrow button and Scroll Down functionality","chromium","Thu Apr 30 03:12:15 UTC 2026","passed","Thu Apr 30 03:12:18 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","13541","Verify address details in checkout page","chromium","Thu Apr 30 03:11:56 UTC 2026","passed","Thu Apr 30 03:12:10 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","2525","Verify Subscription in Cart page","chromium","Thu Apr 30 03:12:12 UTC 2026","passed","Thu Apr 30 03:12:15 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","3464","Search Product","chromium","Thu Apr 30 03:12:28 UTC 2026","passed","Thu Apr 30 03:12:32 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","3637","Add review on product","chromium","Thu Apr 30 03:12:32 UTC 2026","passed","Thu Apr 30 03:12:35 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","2936","Verify all products and product detail page","chromium","Thu Apr 30 03:12:25 UTC 2026","passed","Thu Apr 30 03:12:28 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","3177","Verify Product quantity in Cart","chromium","Thu Apr 30 03:12:26 UTC 2026","passed","Thu Apr 30 03:12:29 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","5451","Add Products in Cart","chromium","Thu Apr 30 03:12:26 UTC 2026","passed","Thu Apr 30 03:12:32 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","17537","Place Order: Register before Checkout","chromium","Thu Apr 30 03:11:49 UTC 2026","passed","Thu Apr 30 03:12:07 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","1786","Navigate to test cases page successfully","chromium","Thu Apr 30 03:12:35 UTC 2026","passed","Thu Apr 30 03:12:37 UTC 2026","Test Cases Page","features/test_cases/test_cases.feature.spec.js","",""
"","15491","Search Products and Verify Cart After Login","chromium","Thu Apr 30 03:12:29 UTC 2026","passed","Thu Apr 30 03:12:44 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","3774","Remove Products From Cart","chromium","Thu Apr 30 03:12:28 UTC 2026","passed","Thu Apr 30 03:12:32 UTC 2026","Products","features/products/products.feature.spec.js","",""
"","14623","Place Order: Register while Checkout","chromium","Thu Apr 30 03:12:08 UTC 2026","passed","Thu Apr 30 03:12:23 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","1317","Verify Subscription in home page","chromium","Thu Apr 30 03:12:11 UTC 2026","passed","Thu Apr 30 03:12:12 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","7091","Login User with incorrect email and password","chromium","Thu Apr 30 03:12:18 UTC 2026","passed","Thu Apr 30 03:12:25 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","19940","Place Order: Login before Checkout","chromium","Thu Apr 30 03:11:49 UTC 2026","passed","Thu Apr 30 03:12:09 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","16662","Download Invoice after purchase order","chromium","Thu Apr 30 03:11:56 UTC 2026","passed","Thu Apr 30 03:12:13 UTC 2026","Checkout","features/checkout/checkout.feature.spec.js","",""
"","9403","Login User with correct email and password","chromium","Thu Apr 30 03:12:18 UTC 2026","passed","Thu Apr 30 03:12:28 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","8245","Register user with existing email","chromium","Thu Apr 30 03:12:32 UTC 2026","passed","Thu Apr 30 03:12:40 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","6497","Submit contact us form successfully","chromium","Thu Apr 30 03:12:10 UTC 2026","passed","Thu Apr 30 03:12:16 UTC 2026","Contact Us","features/contact_us/contact_us.feature.spec.js","",""
"","3019","Logout User","chromium","Thu Apr 30 03:12:23 UTC 2026","passed","Thu Apr 30 03:12:26 UTC 2026","Login","features/login/login.feature.spec.js","",""
"","2058","Verify Scroll Up without Arrow button and Scroll Down functionality","chromium","Thu Apr 30 03:12:16 UTC 2026","passed","Thu Apr 30 03:12:18 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","12726","Add to cart from Recommended items","chromium","Thu Apr 30 03:12:13 UTC 2026","passed","Thu Apr 30 03:12:26 UTC 2026","Home","features/home/home.feature.spec.js","",""
"","5217","View & Cart Brand Products","chromium","Thu Apr 30 03:11:49 UTC 2026","passed","Thu Apr 30 03:11:54 UTC 2026","Brand Products","features/brand/brand.feature.spec.js","",""
"","5625","Register user","chromium","Thu Apr 30 03:12:32 UTC 2026","passed","Thu Apr 30 03:12:38 UTC 2026","Register","features/register/register.feature.spec.js","",""
"","5293","View Category Products","chromium","Thu Apr 30 03:11:49 UTC 2026","passed","Thu Apr 30 03:11:54 UTC 2026","Category","features/category/category.feature.spec.js","",""
